Location,DataId,Indicator,Value,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,SDRID,RegionId,SurveyType,DenominatorWeighted,DenominatorUnweighted,LevelRank
Nakuru,5183880,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416060,1416060,EDLITRMNCD,KEDHS2014416060,DHS,589,280,2
Narok,4662729,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416061,1416061,EDLITRMNCD,KEDHS2014416061,DHS,240,265,2
Kajiado,4343462,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416062,1416062,EDLITRMNCD,KEDHS2014416062,DHS,241,226,2
Kericho,7182564,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416063,1416063,EDLITRMNCD,KEDHS2014416063,DHS,215,227,2
Bomet,3871357,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416064,1416064,EDLITRMNCD,KEDHS2014416064,DHS,267,283,2
Western,6058667,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416007,1416070,EDLITRMNCD,KEDHS2014416007,DHS,1164,1130,1
Kakamega,2981142,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416071,1416071,EDLITRMNCD,KEDHS2014416071,DHS,411,312,2
Vihiga,6741730,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416072,1416072,EDLITRMNCD,KEDHS2014416072,DHS,140,252,2
Bungoma,7578387,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416073,1416073,EDLITRMNCD,KEDHS2014416073,DHS,413,307,2
Busia,6638097,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416074,1416074,EDLITRMNCD,KEDHS2014416074,DHS,199,259,2
Nyanza,5592330,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416005,1416080,EDLITRMNCD,KEDHS2014416005,DHS,1405,1542,1
Siaya,4335562,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416081,1416081,EDLITRMNCD,KEDHS2014416081,DHS,213,264,2
Kisumu,7168943,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416082,1416082,EDLITRMNCD,KEDHS2014416082,DHS,309,272,2
Homa Bay,6355881,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416083,1416083,EDLITRMNCD,KEDHS2014416083,DHS,243,238,2
Migori,1672491,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416084,1416084,EDLITRMNCD,KEDHS2014416084,DHS,211,251,2
Kisii,1145357,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416085,1416085,EDLITRMNCD,KEDHS2014416085,DHS,315,291,2
Nyamira,1674123,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416086,1416086,EDLITRMNCD,KEDHS2014416086,DHS,114,226,2
Nairobi,5740691,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416001,1416090,EDLITRMNCD,KEDHS2014416001,DHS,1568,370,1
Nairobi,5740692,Men for whom no card with required language was available,0,2014,KE2014DHS,ED_LITR_M_NCD,231234160,I,416001,1416090,EDLITRMNCD,KEDHS2014416001,DHS,1568,370,2
Coast,5055661,Men who are blind/visually impaired,0.1,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416003,1416010,EDLITRMBLD,KEDHS2014416003,DHS,1260,1505,1
Mombasa,2340872,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416011,1416011,EDLITRMBLD,KEDHS2014416011,DHS,481,270,2
Kwale,1919045,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416012,1416012,EDLITRMBLD,KEDHS2014416012,DHS,226,250,2
Kilifi,5735494,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416013,1416013,EDLITRMBLD,KEDHS2014416013,DHS,359,304,2
Tana River,6200701,Men who are blind/visually impaired,0.4,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416014,1416014,EDLITRMBLD,KEDHS2014416014,DHS,65,204,2
Lamu,2067098,Men who are blind/visually impaired,0.6,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416015,1416015,EDLITRMBLD,KEDHS2014416015,DHS,37,227,2
Taita Taveta,4919903,Men who are blind/visually impaired,0.4,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416016,1416016,EDLITRMBLD,KEDHS2014416016,DHS,93,250,2
North Eastern,6830191,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416008,1416020,EDLITRMBLD,KEDHS2014416008,DHS,227,591,1
Garissa,7198887,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416021,1416021,EDLITRMBLD,KEDHS2014416021,DHS,94,208,2
Wajir,5160854,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416022,1416022,EDLITRMBLD,KEDHS2014416022,DHS,72,187,2
Mandera,3557074,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416023,1416023,EDLITRMBLD,KEDHS2014416023,DHS,60,196,2
Eastern,3525293,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416004,1416030,EDLITRMBLD,KEDHS2014416004,DHS,1825,2144,1
Marsabit,5880920,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416031,1416031,EDLITRMBLD,KEDHS2014416031,DHS,40,199,2
Isiolo,7378458,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416032,1416032,EDLITRMBLD,KEDHS2014416032,DHS,35,196,2
Meru,2960270,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416033,1416033,EDLITRMBLD,KEDHS2014416033,DHS,495,320,2
Tharaka-Nithi,6743389,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416034,1416034,EDLITRMBLD,KEDHS2014416034,DHS,102,215,2
Embu,5017999,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416035,1416035,EDLITRMBLD,KEDHS2014416035,DHS,164,266,2
Kitui,6394564,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416036,1416036,EDLITRMBLD,KEDHS2014416036,DHS,303,318,2
Machakos,2357314,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416037,1416037,EDLITRMBLD,KEDHS2014416037,DHS,436,335,2
Makueni,1446055,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416038,1416038,EDLITRMBLD,KEDHS2014416038,DHS,250,295,2
Central,7211910,Men who are blind/visually impaired,0.1,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416002,1416040,EDLITRMBLD,KEDHS2014416002,DHS,1564,1248,1
Nyandarua,5146769,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416041,1416041,EDLITRMBLD,KEDHS2014416041,DHS,198,242,2
Nyeri,4682546,Men who are blind/visually impaired,0.4,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416042,1416042,EDLITRMBLD,KEDHS2014416042,DHS,229,275,2
Kirinyaga,4320191,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416043,1416043,EDLITRMBLD,KEDHS2014416043,DHS,184,250,2
Murang'a,2357319,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416044,1416044,EDLITRMBLD,KEDHS2014416044,DHS,284,250,2
Kiambu,3050747,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416045,1416045,EDLITRMBLD,KEDHS2014416045,DHS,669,231,2
Rift Valley,3963910,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416006,1416050,EDLITRMBLD,KEDHS2014416006,DHS,3050,3484,1
Turkana,1378172,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416051,1416051,EDLITRMBLD,KEDHS2014416051,DHS,76,118,2
West Pokot,2104451,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416052,1416052,EDLITRMBLD,KEDHS2014416052,DHS,103,234,2
Samburu,6729285,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416053,1416053,EDLITRMBLD,KEDHS2014416053,DHS,35,159,2
Trans-Nzoia,7510487,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416054,1416054,EDLITRMBLD,KEDHS2014416054,DHS,329,322,2
Uasin Gishu,6624153,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416055,1416055,EDLITRMBLD,KEDHS2014416055,DHS,355,335,2
Elgeyo Marakwet,6267307,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416056,1416056,EDLITRMBLD,KEDHS2014416056,DHS,86,234,2
Nandi,1453545,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416057,1416057,EDLITRMBLD,KEDHS2014416057,DHS,264,338,2
Baringo,5903258,Men who are blind/visually impaired,0.7,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416058,1416058,EDLITRMBLD,KEDHS2014416058,DHS,125,229,2
Laikipia,1083397,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416059,1416059,EDLITRMBLD,KEDHS2014416059,DHS,124,234,2
Nakuru,5183904,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416060,1416060,EDLITRMBLD,KEDHS2014416060,DHS,589,280,2
Narok,4662730,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416061,1416061,EDLITRMBLD,KEDHS2014416061,DHS,240,265,2
Kajiado,4343468,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416062,1416062,EDLITRMBLD,KEDHS2014416062,DHS,241,226,2
Kericho,7182565,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416063,1416063,EDLITRMBLD,KEDHS2014416063,DHS,215,227,2
Bomet,3871358,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416064,1416064,EDLITRMBLD,KEDHS2014416064,DHS,267,283,2
Western,6058668,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416007,1416070,EDLITRMBLD,KEDHS2014416007,DHS,1164,1130,1
Kakamega,2981143,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416071,1416071,EDLITRMBLD,KEDHS2014416071,DHS,411,312,2
Vihiga,6741753,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416072,1416072,EDLITRMBLD,KEDHS2014416072,DHS,140,252,2
Bungoma,7578388,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416073,1416073,EDLITRMBLD,KEDHS2014416073,DHS,413,307,2
Busia,6638101,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416074,1416074,EDLITRMBLD,KEDHS2014416074,DHS,199,259,2
Nyanza,5592331,Men who are blind/visually impaired,0.2,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416005,1416080,EDLITRMBLD,KEDHS2014416005,DHS,1405,1542,1
Siaya,4335563,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416081,1416081,EDLITRMBLD,KEDHS2014416081,DHS,213,264,2
Kisumu,7168944,Men who are blind/visually impaired,0.2,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416082,1416082,EDLITRMBLD,KEDHS2014416082,DHS,309,272,2
Homa Bay,6355882,Men who are blind/visually impaired,1,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416083,1416083,EDLITRMBLD,KEDHS2014416083,DHS,243,238,2
Migori,1672492,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416084,1416084,EDLITRMBLD,KEDHS2014416084,DHS,211,251,2
Kisii,1145358,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416085,1416085,EDLITRMBLD,KEDHS2014416085,DHS,315,291,2
Nyamira,1674127,Men who are blind/visually impaired,0.3,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416086,1416086,EDLITRMBLD,KEDHS2014416086,DHS,114,226,2
Nairobi,5740694,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416001,1416090,EDLITRMBLD,KEDHS2014416001,DHS,1568,370,2
Nairobi,5740693,Men who are blind/visually impaired,0,2014,KE2014DHS,ED_LITR_M_BLD,231234170,I,416001,1416090,EDLITRMBLD,KEDHS2014416001,DHS,1568,370,1
Coast,5055662,Men with missing information on literacy,0.1,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416003,1416010,EDLITRMMIS,KEDHS2014416003,DHS,1260,1505,1
Mombasa,2340873,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416011,1416011,EDLITRMMIS,KEDHS2014416011,DHS,481,270,2
Kwale,1919046,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416012,1416012,EDLITRMMIS,KEDHS2014416012,DHS,226,250,2
Kilifi,5735495,Men with missing information on literacy,0.4,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416013,1416013,EDLITRMMIS,KEDHS2014416013,DHS,359,304,2
Tana River,6200702,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416014,1416014,EDLITRMMIS,KEDHS2014416014,DHS,65,204,2
Lamu,2067099,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416015,1416015,EDLITRMMIS,KEDHS2014416015,DHS,37,227,2
Taita Taveta,4919904,Men with missing information on literacy,0.4,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416016,1416016,EDLITRMMIS,KEDHS2014416016,DHS,93,250,2
North Eastern,6830196,Men with missing information on literacy,0.1,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416008,1416020,EDLITRMMIS,KEDHS2014416008,DHS,227,591,1
Garissa,7198888,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416021,1416021,EDLITRMMIS,KEDHS2014416021,DHS,94,208,2
Wajir,5160855,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416022,1416022,EDLITRMMIS,KEDHS2014416022,DHS,72,187,2
Mandera,3557075,Men with missing information on literacy,0.4,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416023,1416023,EDLITRMMIS,KEDHS2014416023,DHS,60,196,2
Eastern,3525294,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416004,1416030,EDLITRMMIS,KEDHS2014416004,DHS,1825,2144,1
Marsabit,5880921,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416031,1416031,EDLITRMMIS,KEDHS2014416031,DHS,40,199,2
Isiolo,7378459,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416032,1416032,EDLITRMMIS,KEDHS2014416032,DHS,35,196,2
Meru,2960271,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416033,1416033,EDLITRMMIS,KEDHS2014416033,DHS,495,320,2
Tharaka-Nithi,6743390,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416034,1416034,EDLITRMMIS,KEDHS2014416034,DHS,102,215,2
Embu,5018006,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416035,1416035,EDLITRMMIS,KEDHS2014416035,DHS,164,266,2
Kitui,6394565,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416036,1416036,EDLITRMMIS,KEDHS2014416036,DHS,303,318,2
Machakos,2357315,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416037,1416037,EDLITRMMIS,KEDHS2014416037,DHS,436,335,2
Makueni,1446059,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416038,1416038,EDLITRMMIS,KEDHS2014416038,DHS,250,295,2
Central,7211911,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416002,1416040,EDLITRMMIS,KEDHS2014416002,DHS,1564,1248,1
Nyandarua,5146792,Men with missing information on literacy,0.1,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416041,1416041,EDLITRMMIS,KEDHS2014416041,DHS,198,242,2
Nyeri,4682547,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416042,1416042,EDLITRMMIS,KEDHS2014416042,DHS,229,275,2
Kirinyaga,4320192,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416043,1416043,EDLITRMMIS,KEDHS2014416043,DHS,184,250,2
Murang'a,2357320,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416044,1416044,EDLITRMMIS,KEDHS2014416044,DHS,284,250,2
Kiambu,3050748,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416045,1416045,EDLITRMMIS,KEDHS2014416045,DHS,669,231,2
Rift Valley,3963911,Men with missing information on literacy,0.1,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416006,1416050,EDLITRMMIS,KEDHS2014416006,DHS,3050,3484,1
Turkana,1378173,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416051,1416051,EDLITRMMIS,KEDHS2014416051,DHS,76,118,2
West Pokot,2104452,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416052,1416052,EDLITRMMIS,KEDHS2014416052,DHS,103,234,2
Samburu,6729286,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416053,1416053,EDLITRMMIS,KEDHS2014416053,DHS,35,159,2
Trans-Nzoia,7510488,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416054,1416054,EDLITRMMIS,KEDHS2014416054,DHS,329,322,2
Uasin Gishu,6624154,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416055,1416055,EDLITRMMIS,KEDHS2014416055,DHS,355,335,2
Elgeyo Marakwet,6267334,Men with missing information on literacy,0.4,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416056,1416056,EDLITRMMIS,KEDHS2014416056,DHS,86,234,2
Nandi,1453546,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416057,1416057,EDLITRMMIS,KEDHS2014416057,DHS,264,338,2
Baringo,5903259,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416058,1416058,EDLITRMMIS,KEDHS2014416058,DHS,125,229,2
Laikipia,1083398,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416059,1416059,EDLITRMMIS,KEDHS2014416059,DHS,124,234,2
Nakuru,5183905,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416060,1416060,EDLITRMMIS,KEDHS2014416060,DHS,589,280,2
Narok,4662731,Men with missing information on literacy,1,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416061,1416061,EDLITRMMIS,KEDHS2014416061,DHS,240,265,2
Kajiado,4343469,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416062,1416062,EDLITRMMIS,KEDHS2014416062,DHS,241,226,2
Kericho,7182566,Men with missing information on literacy,0.3,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416063,1416063,EDLITRMMIS,KEDHS2014416063,DHS,215,227,2
Bomet,3871359,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416064,1416064,EDLITRMMIS,KEDHS2014416064,DHS,267,283,2
Western,6058669,Men with missing information on literacy,0.4,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416007,1416070,EDLITRMMIS,KEDHS2014416007,DHS,1164,1130,1
Kakamega,2981144,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416071,1416071,EDLITRMMIS,KEDHS2014416071,DHS,411,312,2
Vihiga,6741754,Men with missing information on literacy,0.8,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416072,1416072,EDLITRMMIS,KEDHS2014416072,DHS,140,252,2
Bungoma,7578389,Men with missing information on literacy,0.7,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416073,1416073,EDLITRMMIS,KEDHS2014416073,DHS,413,307,2
Busia,6638102,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416074,1416074,EDLITRMMIS,KEDHS2014416074,DHS,199,259,2
Nyanza,5592332,Men with missing information on literacy,0.1,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416005,1416080,EDLITRMMIS,KEDHS2014416005,DHS,1405,1542,1
Siaya,4335564,Men with missing information on literacy,0.2,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416081,1416081,EDLITRMMIS,KEDHS2014416081,DHS,213,264,2
Kisumu,7168945,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416082,1416082,EDLITRMMIS,KEDHS2014416082,DHS,309,272,2
Homa Bay,6355883,Men with missing information on literacy,0.4,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416083,1416083,EDLITRMMIS,KEDHS2014416083,DHS,243,238,2
Migori,1672493,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416084,1416084,EDLITRMMIS,KEDHS2014416084,DHS,211,251,2
Kisii,1145359,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416085,1416085,EDLITRMMIS,KEDHS2014416085,DHS,315,291,2
Nyamira,1674128,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416086,1416086,EDLITRMMIS,KEDHS2014416086,DHS,114,226,2
Nairobi,5740695,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416001,1416090,EDLITRMMIS,KEDHS2014416001,DHS,1568,370,1
Nairobi,5740696,Men with missing information on literacy,0,2014,KE2014DHS,ED_LITR_M_MIS,231234180,S,416001,1416090,EDLITRMMIS,KEDHS2014416001,DHS,1568,370,2
Coast,5055663,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416003,1416010,EDLITRMTOT,KEDHS2014416003,DHS,1260,1505,1
Mombasa,2340874,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416011,1416011,EDLITRMTOT,KEDHS2014416011,DHS,481,270,2
Kwale,1919047,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416012,1416012,EDLITRMTOT,KEDHS2014416012,DHS,226,250,2
Kilifi,5735498,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416013,1416013,EDLITRMTOT,KEDHS2014416013,DHS,359,304,2
Tana River,6200711,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416014,1416014,EDLITRMTOT,KEDHS2014416014,DHS,65,204,2
Lamu,2067100,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416015,1416015,EDLITRMTOT,KEDHS2014416015,DHS,37,227,2
Taita Taveta,4919926,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416016,1416016,EDLITRMTOT,KEDHS2014416016,DHS,93,250,2
North Eastern,6830197,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416008,1416020,EDLITRMTOT,KEDHS2014416008,DHS,227,591,1
Garissa,7198889,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416021,1416021,EDLITRMTOT,KEDHS2014416021,DHS,94,208,2
Wajir,5160856,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416022,1416022,EDLITRMTOT,KEDHS2014416022,DHS,72,187,2
Mandera,3557076,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416023,1416023,EDLITRMTOT,KEDHS2014416023,DHS,60,196,2
Eastern,3525295,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416004,1416030,EDLITRMTOT,KEDHS2014416004,DHS,1825,2144,1
Marsabit,5880971,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416031,1416031,EDLITRMTOT,KEDHS2014416031,DHS,40,199,2
Isiolo,7378461,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416032,1416032,EDLITRMTOT,KEDHS2014416032,DHS,35,196,2
Meru,2960272,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416033,1416033,EDLITRMTOT,KEDHS2014416033,DHS,495,320,2
Tharaka-Nithi,6743391,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416034,1416034,EDLITRMTOT,KEDHS2014416034,DHS,102,215,2
Embu,5018007,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416035,1416035,EDLITRMTOT,KEDHS2014416035,DHS,164,266,2
Kitui,6394566,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416036,1416036,EDLITRMTOT,KEDHS2014416036,DHS,303,318,2
Machakos,2357316,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416037,1416037,EDLITRMTOT,KEDHS2014416037,DHS,436,335,2
Makueni,1446060,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416038,1416038,EDLITRMTOT,KEDHS2014416038,DHS,250,295,2
Central,7211912,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416002,1416040,EDLITRMTOT,KEDHS2014416002,DHS,1564,1248,1
Nyandarua,5146793,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416041,1416041,EDLITRMTOT,KEDHS2014416041,DHS,198,242,2
Nyeri,4682548,Men's literacy: Total,100,2014,KE2014DHS,ED_LITR_M_TOT,231234190,T,416042,1416042,EDLITRMTOT,KEDHS2014416042,DHS,229,275,2
